BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW,10.8595
BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW,11.1460
BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW,10.8788
BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW,10.6389
BANDHAN Banking & PSU Debt Fund - Regular Growth,21.1916
BANDHAN Banking & PSU Debt Fund - Regular IDCW,11.4434
BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW,10.7189
BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW,10.7668
Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option,10.2295
Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option,10.9792
Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option,10.3573
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option,10.8701
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option,10.1962
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option,10.2552
Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,10.4615
Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,10.4613
Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,10.4397
Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),10.4398
DSP Banking & PSU Debt Fund - Direct Plan - Growth,21.1528
DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.3586
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,10.1600
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,10.2676
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly ,10.3579
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,10.1614
DSP Banking & PSU Debt Fund - Regular Plan - Growth,20.5445
DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.3542
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,10.1600
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,10.2602
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly ,10.3536
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,10.1613
Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,21.8013
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,18.3392
Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,14.5628
Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,10.983
Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,10.5603
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,21.1778
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,17.7308
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,14.1847
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,11.2278
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,10.1562
Franklin India Banking & PSU Debt Fund - Direct - Growth,19.9600
Franklin India Banking & PSU Debt Fund - Growth,19.2402
Franklin India Banking and PSU Debt Fund - Direct - IDCW ,10.9168
Franklin India Banking and PSU Debt Fund - IDCW ,10.3933
HDFC Banking and PSU Debt Fund - Growth Option,19.6787
HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,20.3199
HDFC Banking and PSU Debt Fund - IDCW Option,10.1541
HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,10.0444
HSBC Banking and PSU Debt Fund - Direct Daily IDCW,11.1907
HSBC Banking and PSU Debt Fund - Direct Growth,21.8590
HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,11.3755
HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,10.3554
HSBC Banking and PSU Debt Fund - Regular Daily IDCW,11.1160
HSBC Banking and PSU Debt Fund - Regular Growth,20.9197
HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,10.8338
HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,10.3281
ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,10.0549
ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,10.2427
ICICI Prudential Banking and PSU Debt Fund - Bonus,15.8889
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,10.2538
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,28.8758
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,12.7358
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,10.3708
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,13.8665
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,13.1098
ICICI Prudential Banking and PSU Debt Fund - Growth,27.9006
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,10.7952
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth,21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,10.3305
Invesco India Banking & PSU Debt Fund - Daily IDCW (Reinvestment),1010.7191
Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option,2061.9444
Invesco India Banking & PSU Debt Fund - Direct Plan - Daily IDCW (Reinvestment),1032.2094
Invesco India Banking & PSU Debt Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1015.3235
Invesco India Banking & PSU Debt Fund - Growth Option,1939.3428
Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment),1034.9924
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,11.3670
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,11.3670
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,11.2076
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,11.2076
Kotak Banking and PSU Debt - Annual Dividend,16.1842
Kotak Banking and PSU Debt - Daily Dividend Reinvestment,10.188
Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment,10.2604
Kotak Banking and PSU Debt - Growth,55.9184
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,10.5058
Kotak Banking and PSU Debt Direct - Annual Dividend,17.1427
Kotak Banking and PSU Debt Direct - Growth,57.7734
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2742
LIC MF Banking & PSU Debt Fund-Direct Plan-Daily IDCW,12.8913
LIC MF Banking & PSU Debt Fund-Direct Plan-Growth,31.8603
LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly IDCW,11.999
LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly IDCW,10.056
LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW,10.8899
LIC MF Banking & PSU Debt Fund-Regular Plan-Growth,29.8611
LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW,11.1759
LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW,10.0537
Mirae Asset Banking and PSU Debt Fund Direct Growth,11.2991
Mirae Asset Banking and PSU Debt Fund Direct IDCW,11.2987
Mirae Asset Banking and PSU Debt Fund Regular Growth Plan,11.1584
Mirae Asset Banking and PSU Debt Fund Regular IDCW,11.1593
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,18.3019
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,18.3017
Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option,12.3452
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,17.7822
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,18.3017
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,10.7303
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,10.8559
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,10.2843
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,17.7822
NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,10.6644
NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,10.8002
NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,10.2849
PGIM India Banking and PSU Debt fund - Bonus,13.3974
PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend,10.2369
PGIM India Banking and PSU Debt fund - Monthly Dividend,10.7742
PGIM India Banking and PSU Debt fund - Quarterly Bonus,11.6111
PGIM India Banking and PSU Debt fund - Quarterly Dividend,10.6553
PGIM India Banking and PSU Debt Fund - Regular Dividend,10.2251
PGIM India Banking and PSU Debt fund - Weekly Dividend,10.2735
PGIM India Banking and PSU Debt fund -Growth,20.9216
PGIM India Banking and PSU Debt fund- Direct Plan-  Quarterly Bonus,13.6246
PGIM India Banking and PSU Debt fund- Direct Plan-  Regular Bonus,15.2364
PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend,11.0995
PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend,10.9284
PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,10.7164
PGIM India Banking and PSU Debt fund- Direct Plan- Weekly Dividend,10.2259
PGIM India Banking and PSU Debt fund- Direct Plan-Growth,21.9185
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1241.1601
SBI BANKING & PSU FUND - Direct Plan - Growth,2817.7907
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1204.2374
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1238.4019
SBI BANKING & PSU FUND - Regular Paln - Growth,2677.1071
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1221.3717
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1145.9140
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1221.1157
Sundaram Banking & PSU Debt Fund - Direct Growth,11.7065
Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend,11.4008
Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend,10.6356
Sundaram Banking & PSU Debt Fund - Regular Annual Bonus,11.6319
Sundaram Banking & PSU Debt Fund - Regular Growth,11.6493
Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend,11.1411
Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus,11.1681
Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend,10.1418
Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend,11.0236
Sundaram Banking and PSU Debt Fund Direct Plan - Bonus,18.6058
Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.2300
Sundaram Banking and PSU Debt Fund Direct Plan - Growth,37.1916
Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5127
Sundaram Banking and PSU Debt Fund Regular Plan - Bonus,18.5469
Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3550
Sundaram Banking and PSU Debt Fund Regular Plan - Growth,36.7796
Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5656
Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.1188
Sundaram Banking and PSU Debt Fund Retail Plan - Growth,33.1462
Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.4705
SundaramBanking&PSUDebtFund-RegularDailyDividendReinvestment,11.6582
Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option ,12.5573
Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,12.5573
Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,12.3307
Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,12.3307
Tata Banking & PSU Debt Fund-Direct Plan-Growth,12.5573
Tata Banking & PSU Debt Fund-Regular Plan-Growth,12.3307
TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH,1101.9017
TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH,1089.3137
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1031.8317
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1105.1151
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1032.9568
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1045.6855
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1024.8165
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1019.4868
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1091.6174
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1025.8
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1034.2948
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1020.6321
UTI Banking & PSU Debt Fund - Direct Plan - Annual IDCW,12.1701
UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW,16.4459
UTI Banking & PSU Debt Fund - Direct Plan - Growth Option,19.0848
UTI Banking & PSU Debt Fund - Direct Plan - Half-Yearly IDCW,12.6642
UTI Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,12.6861
UTI Banking & PSU Debt Fund - Direct Plan - Quarterly IDCW,14.2045
UTI Banking & PSU Debt Fund - Regular Plan - Annual IDCW,12.0291
UTI Banking & PSU Debt Fund - Regular Plan - Flexi IDCW,12.6542
UTI Banking & PSU Debt Fund - Regular Plan - Half-Yearly IDCW,12.6014
UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,12.5635
UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW,12.9495
UTI Banking & PSU Debt Fund- Regular Plan - Growth Option,18.87
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,96.8523
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,95.5998
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,11.0317
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,12.4563
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,12.4379
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.316
Aditya Birla Sun Life Income Fund-Plan A(Dividend),11.7535
Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend),10.6457
Aditya Birla Sun Life Income Fund-Plan E(54EA Growth),35.2986
Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend),15.5708
Aditya Birla Sun Life Income Fund-Plan G(54EB Growth),35.0763
Axis Corporate Debt Fund - Direct Plan - Daily IDCW,10.2348
Axis Corporate Debt Fund - Direct Plan - Monthly IDCW,10.2562
Axis Corporate Debt Fund - Direct Plan - Regular IDCW,12.9078
Axis Corporate Debt Fund - Direct Plan - Weekly IDCW,10.3821
Axis Corporate Debt Fund - Direct Plan Growth,15.2096
Axis Corporate Debt Fund - Regular Plan - Daily IDCW,10.2347
Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,10.2489
Axis Corporate Debt Fund - Regular Plan - Regular IDCW,12.2854
Axis Corporate Debt Fund - Regular Plan - Weekly IDCW,10.2632
Axis Corporate Debt Fund - Regular Plan Growth,14.5570
BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.2727
BANDHAN Corporate Bond Fund - Direct Growth,16.7974
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.4778
BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.3809
BANDHAN Corporate Bond Fund - Direct Periodic IDCW,11.1441
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.4845
BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.2651
BANDHAN Corporate Bond Fund - Regular Growth,16.4213
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,10.8861
BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.6336
BANDHAN Corporate Bond Fund - Regular Periodic IDCW,11.0701
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.5268
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,10.4943
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,27.1242
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.2317
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.2754
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,10.6589
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,24.7277
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.3094
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.4631
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,10.4315
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,23.4376
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.2637
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.3529
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,19.9305
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.3742
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,18.8572
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.7069
DSP Corporate Bond Fund - Direct - Growth,13.8943
DSP Corporate Bond Fund - Direct - IDCW,11.3449
DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.4809
DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,11.3390
DSP Corporate Bond Fund - Regular - Growth,13.7308
DSP Corporate Bond Fund - Regular - IDCW,11.3214
DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.4617
DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,10.6958
Franklin India Corporate Debt Fund - Direct - Bonus,0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH,90.5301
Franklin India Corporate Debt Fund - Growth,84.5741
Franklin India Corporate Debt Fund - Monthly Bonus,0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.3619
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,18.2959
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,14.6685
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,16.6095
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.6707
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.8069
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,14.9191
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,12.2162
HDFC Corporate Bond Fund - Growth Option,27.6115
HDFC Corporate Bond Fund - Growth Option - Direct Plan,28.0677
HDFC Corporate Bond Fund - IDCW Option,17.8875
HDFC Corporate Bond Fund - IDCW Option - Direct Plan,18.3691
HDFC Corporate Bond Fund - Quarterly IDCW Option,10.4694
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.3094
HSBC Corporate Bond Fund - Direct Annual IDCW,11.9513
HSBC Corporate Bond Fund - Direct Growth,66.4067
HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.5472
HSBC Corporate Bond Fund - Direct Semi Annual IDCW,20.1221
HSBC Corporate Bond Fund - Regular Annual IDCW,11.7750
HSBC Corporate Bond Fund - Regular Growth,62.7905
HSBC Corporate Bond Fund - Regular Quarterly IDCW,11.1952
HSBC Corporate Bond Fund - Regular Semi Annual IDCW,16.9863
HSBC Corporate Bond Fund -Regular Plan - Bonus,23.8513
ICICI Prudential Corporate Bond Fund - Bonus,14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW,10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,26.3914
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2747
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.1623
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,10.2243
ICICI Prudential Corporate Bond Fund - Growth,25.3139
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.4289
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW,10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW,10.9690
ICICI Prudential Corporate Bond Fund Retail Daily Dividend,10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,10.3041
ICICI Prudential Corporate Bond Fund Retail Growth,22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),1674.4123
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1238.6412
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2883.0745
Invesco India Corporate Bond Fund - Direct Plan - Growth,2882.1613
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1261.2461
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),1168.2863
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),2845.9487
Invesco India Corporate Bond Fund - Growth,2711.1786
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),1553.9579
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),1166.2649
Kotak Coporate Bond Fund- Retail Plan-Growth Option,2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option,3327.1186
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1073.8626
Kotak Corporate Bond Fund- Institutional Plan-Growth Option,2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option,3209.0368
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1045.38
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan,11.0823
Mirae Asset Corporate Bond Fund Direct IDCW,11.0809
Mirae Asset Corporate Bond Fund Regular Growth,10.9758
Mirae Asset Corporate Bond Fund Regular IDCW,10.9756
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,16.8046
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.7647
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.1211
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1194
